Unit_Id,Annotation,Media_Unit-Annotation_Score,Expert,Trusted_Judgment,term1,b1,e1,term2,b2,e2,Unit,term1_UMLS
908182,cause,0,0,0,PHARMACOLOGIC MYDRIASIS,75,98,TOPICAL PILOCARPINE,118,137,"In patients with interl ophthalmoplegia, awareness of the possibility of PHARMACOLOGIC MYDRIASIS and correct use of TOPICAL PILOCARPINE testing can preclude the necessity for neuroradiologic and invasive diagnostic studies, even in cases with atypical or complex presentations.",MYDRIASIS
908185,cause,0.8427009716,0,0,DECOMPRESSION SICKNESS,43,64,OXYGEN,84,90,"If the oxygen is too low, the incidence of DECOMPRESSION SICKNESS increases; if the OXYGEN is too high, oxygen poisoning becomes a problem.",DECOMPRESSION SICKNESS
908192,cause,0,0,0,PHARYNGITIS,144,155,CEFACLOR,181,189,Patients with otitis media received approximately 40 mg/kg/day of cefaclor or amoxicillin trihydrate for ten days to three weeks; patients with PHARYNGITIS received 20 mg/kg/day of CEFACLOR or penicillin V potassium for ten days.,PHARYNGITIS
908195,cause,0,0,0,PAIN,76,79,PARACETAMOL,60,71,Measles patients with an acute ear infection should receive PARACETAMOL for PAIN and fever and an antibiotic for the infection.,PAIN
908204,cause,0,0,0,MULTIPLE MYELOMA,227,242,MELPHALAN,276,285,"The highest MCV and MCV increases during therapy among 203 patients were observed in those cancers and cytotoxic therapies most commonly followed by secondary leukemia: Hodgkin's disease treated with MOPP and radiotherapy, and MULTIPLE MYELOMA and ovarian cancer treated with MELPHALAN",MULTIPLE MYELOMA
908209,cause,0,0,0,ATRIAL FIBRILLATION,54,72,WARFARIN ANTICOAGULATION,88,112,Thromboembolism did not occur in patients who were in ATRIAL FIBRILLATION and receiving WARFARIN ANTICOAGULATION.,ATRIAL FIBRILLATION
908218,cause,0.875,0,0,HAEMOPHILIA A,205,218,FACTOR VIII GENE,117,133,Although this is more technically demanding for patients with haemophilia A because of the greater complexity of the FACTOR VIII GENE the recent description of X chromosome inversions as a cause of severe HAEMOPHILIA A in almost 50% of patients has led to the ready detection of these inversions in such families with associated precise carrier detection.,HAEMOPHILIA A
908219,cause,0.2390457219,0,0,ULCERATIVE COLITIS,101,118,BALSALAZIDE,85,96,"Medications associated with PPD are reviewed and the patient's use of mesalamine and BALSALAZIDE for ULCERATIVE COLITIS are deemed potential triggers, given their relative similarity to aspirin, a known trigger of PPD.",ULCERATIVE COLITIS
908220,cause,0.0827605889,0,0,INFLAMMATION,103,114,IBUPROFEN,36,45,"The evidence for modes of action of IBUPROFEN are considered in relation to its actions in controlling INFLAMMATION pain and fever, as well as the adverse effects of the drug.",INFLAMMATION
908221,cause,0.7372097808,0,0,VITAMIN D,188,197,INHERITED RICKETS,143,159,"Diseases associated to Vitamin D deficiency (rickets in children, and osteomalacia or osteoporosis in adults) and autosomal recessive forms of INHERITED RICKETS illustrate the key role of VITAMIN D in calcium homeostasis and bone metabolism.",RICKETS
908222,cause,0.0894427191,0,0,INFLAMMATION,158,169,HYDROCORTISONE,124,138,Daktacort treatment induced a significant improvement of all symptoms within 1 week and was superior to both micozole and HYDROCORTISONE in suppressing the INFLAMMATION,INFLAMMATION
908224,cause,0.0816496581,0,0,PARKINSON'S DISEASE,51,70,L DOPA,96,102,"Dyskinesias occur in the majority of patients with PARKINSON'S DISEASE chronically treated with L DOPA and also occur in several nonhuman primate species after 1 methyl 4phenyl 1,2,3,6 tetrahydropyridine (MPTP) and L DOPA treatment.",PARKINSON'S DISEASE
908225,cause,0,0,0,SEPSIS,285,290,GENTAMYCIN,62,72,Conclusions are that (i) therapeutic doses of indomethacin or GENTAMYCIN clearly improved the survival in a clinically relevant rat sepsis model; (ii) the exact mechanism of protection with indomethacin is unknown; and (iii) indomethacin should be considered for use in human clinical SEPSIS.,SEPSIS
908238,cause,0,0,0,UNCOMPLICATED GONORRHEA,107,129,SPECTINOMYCIN,142,155,"The control strains exhibited considerable sensitivity to ofloxacin, the antibiotic of choice for treating UNCOMPLICATED GONORRHEA as well as SPECTINOMYCIN and ceftriaxone.",GONORRHEA
908243,cause,0.377964473,0,0,GLUCAGON,4,12,INSULIN INDUCED HYPOGLYCEMIA,45,72,"The GLUCAGON and norepinephrine responses to INSULIN INDUCED HYPOGLYCEMIA are blunted in late pregncy in the dog, impacting on the magnitude of the metabolic responses to the fall in glucose.",HYPOGLYCEMIA
908250,cause,0.1186781658,0,0,MYOCARDIAL INFARCTION,70,90,HEPARIN,172,179,A meta alysis of these two studies showed that the risk of death or MYOCARDIAL INFARCTION was consistently approximately 20% lower in enoxaparin treated patients than in HEPARIN treated patients.,MYOCARDIAL INFARCTION
908255,cause,0.0827605889,0,0,SCHIZOPHRENIA,128,140,CLOZAPINE,44,53,"Atypical antipsychotic drugs (APDs) such as CLOZAPINE but not the typical APD haloperidol, improve some aspects of cognition in SCHIZOPHRENIA",SCHIZOPHRENIA
908259,cause,0,0,0,TOTAL OCULAR INFLAMMATION,146,170,TOBRAMYCIN 03%/LOTEPREDNOL 05%,198,228,"Tobramycin 0.3%/dexamethasone 0.1% significantly decreased clinical signs of ocular inflammation (ie, blepharitis, discharge, conjunctivitis) and TOTAL OCULAR INFLAMMATION scores when compared with TOBRAMYCIN 03%/LOTEPREDNOL 05% in patients with moderate to severe blepharo keratoconjunctivitis.",INFLAMMATION
908261,cause,0,0,0,RHEUMATOID ARTHRITIS,64,84,AZATHIOPRINE,0,12,AZATHIOPRINE is an immunosuppressive drug that is used to treat RHEUMATOID ARTHRITIS,RHEUMATOID ARTHRITIS
908272,cause,0,0,0,SOFT TISSUE INFECTIONS,90,111,SULBACTAM AND AMPICILLIN COMBITION,4,40,The SULBACTAM AND AMPICILLIN COMBITION is an effective combition for the treatment of SOFT TISSUE INFECTIONS,SOFT TISSUE INFECTIONS
908276,cause,0.5897678246,0,0,HYPOGLYCEMIA,173,184,PLASMA GLUCOSE,109,123,The robust neuroendocrine counterregulatory responses induced by hypoglycemia protect the brain by restoring PLASMA GLUCOSE but little is known about molecular responses to HYPOGLYCEMIA that may also be neuroprotective.,HYPOGLYCEMIA
908289,cause,0,0,0,BIPOLAR DISORDER,53,68,LITHIUM,0,7,"LITHIUM treatment, initially considered specific for BIPOLAR DISORDER has since been shown to provide additiol benefits in affective and other disorders.",BIPOLAR DISORDER
908293,cause,0.3,0,0,SCHIZOPHRENIA,125,138,CLOZAPINE,78,87,"Thus, the present data support the hypothesis that the therapeutic effects of CLOZAPINE in this primate model and perhaps in SCHIZOPHRENIA may be related at least in part to the restoration of DA tone in the prefrontal cortex.",SCHIZOPHRENIA
908294,cause,0,0,0,MINOR PAIN,74,83,PARACETAMOL,0,11,PARACETAMOL (acetaminophen) was the most common altertive algesic for MINOR PAIN,PAIN
908298,cause,0.214422507,0,0,PROMYELOCYTIC LEUKEMIA (APML),85,113,ARSENIC TRIOXIDE,145,161,A total of 11 children (five males and six females) with hypergranular type of acute PROMYELOCYTIC LEUKEMIA (APML) were treated with intravenous ARSENIC TRIOXIDE (As(2)O(3)) between December 1998 and October 2003.,APML
908300,cause,0,0,0,DRUG RESISTANT VISCERAL LEISHMANIASIS,70,106,LIPOSOMAL AMPHOTERICIN B,152,176,"This report is of the successful treatment of a patient with multiply DRUG RESISTANT VISCERAL LEISHMANIASIS with a commercially prepared formulation of LIPOSOMAL AMPHOTERICIN B (L AmB) ('AmBisome', Vestar, San Dimas, California, USA.",VISCERAL LEISHMANIASIS
908302,cause,0.1747408113,0,0,PAIN,93,96,GABAPENTIN,0,10,GABAPENTIN was significantly effective in the treatment of pain associated with phantom limb PAIN after amputation and traumatic avulsion of the brachial plexus.,PAIN
908304,cause,0,0,0,METASTATIC MULTIPLE MYELOMA,150,176,ZOLEDRONIC ACID,97,112,We collected resource use data prospectively for 930 patients alongside a multitiol trial of ZOLEDRONIC ACID versus pamidrote for patients with METASTATIC MULTIPLE MYELOMA or breast cancer and > or =1 bone lesion.,MULTIPLE MYELOMA
908308,cause,0,0,0,DELUSIOL DEPRESSION,123,143,TRICYCLIC ANTIDEPRESSANT,26,50,"Since the introduction of TRICYCLIC ANTIDEPRESSANT for the treatment of depressive patients, it has been discussed whether DELUSIOL DEPRESSION should be desigted as a distinct syndrome or merely a severe variant of major depression.",DEPRESSION
908309,cause,0.316227766,0,0,SALMONELLA ISOLATES,0,18,AMPICILLIN,80,90,"SALMONELLA ISOLATES were found to be susceptible to chloramphenicol, kamycin, AMPICILLIN and tetracycline.",SALMONELLA
908310,cause,0,0,0,HYPERTENSION,118,130,HYDROCHLOROTHIAZIDE,90,109,The efficacy and tolerability of a fixed combition of 5 mg of cilazapril and 12.5 mg of HYDROCHLOROTHIAZIDE against HYPERTENSION was evaluated in 36 patients (26 men and 10 women) between 33 68 years old.,HYPERTENSION
908313,cause,0.0877058019,0,0,OSTEOSARCOMA,114,125,METHOTREXATE,142,153,This paper will present the experience of the Department of Clinical Haematology and Oncology in the treatment of OSTEOSARCOMA with high dose METHOTREXATE and summarize other groups' experiences with various chemotherapy regimes.,OSTEOSARCOMA
908322,cause,0.0990147543,0,0,PYRIDOXINE DEPENDENT SEIZURES,26,54,PYRIDOXINE,26,36,"In an infant with typical PYRIDOXINE DEPENDENT SEIZURES CSF GABA level, was determined before treatment with PYRIDOXINE",SEIZURES
908323,cause,0,0,0,ACUTE PROMYELOCYTIC LEUKEMIA (APL),74,107,ALL TRANS RETINOIC ACID (ATRA),0,30,ALL TRANS RETINOIC ACID (ATRA) is the drug of choice for the treatment of ACUTE PROMYELOCYTIC LEUKEMIA (APL),ACUTE PROMYELOCYTIC LEUKEMIA (APL
908327,cause,0,0,0,PARKINSON'S DISEASE,27,45,LEVODOPA,65,73,Eighty eight patients with PARKINSON'S DISEASE were treated with LEVODOPA,PARKINSON'S DISEASE
908334,cause,0,0,0,RADIATION INDUCED XEROSTOMIA,339,366,PILOCARPINE,306,317,"Two hundred sixty five patients with head and neck cancer who had previously participated in either a fixed dose, dose titration, or dose ranging trial of oral pilocarpine hydrochloride tablets were enrolled in a 36 month multicenter maintence study to evaluate the long term safety and efficacy of oral PILOCARPINE for the treatment of RADIATION INDUCED XEROSTOMIA",XEROSTOMIA
908348,cause,0.632455532,0,0,TYPE 2 DIABETES,57,71,INSULIN,146,153,"Insulin resistance is a major risk factor for developing TYPE 2 DIABETES caused by the ibility of insulin target tissues to respond properly to INSULIN, and contributes to the morbidity of obesity.",TYPE 2 DIABETES
908349,cause,0.2324952775,0,0,PARKINSON'S DISEASE,23,41,AMANTADINE,109,119,A 61 year old man with PARKINSON'S DISEASE (PD) developed sudden onset visual impairment after initiation of AMANTADINE treatment.,PARKINSON'S DISEASE
908350,cause,0.4811252243,0,0,DEPRESSION,169,179,IMIPRAMINE,59,69,"With successful treatment of the patient's depression with IMIPRAMINE the tremors disappeared, but slowly began again after drug noncompliance resulted in recurrence of DEPRESSION.",DEPRESSION
908351,cause,0.43905704,0,0,BEPRIDIL,191,199,ANGI,139,144,"Five of 15 patients receiving bepridil did not experience angi during treadmill exercise; in the remaining 10 patients, time to onset of ANGI during exercise was 5.7 +/  0.9 minutes with BEPRIDIL as opposed to 4.5 +/  0.8 minutes with placebo (p less than 0.05.",ANGI
908360,cause,0.2390457219,0,0,HEMOPHILIA A,105,116,FACTOR VIII,238,249,"The development of antibodies to factor VIII is a serious complication of the treatment of patients with HEMOPHILIA A We successfully induced immune tolerance in patients with such antibodies with a new treatment protocol, which combined FACTOR VIII, cyclophosphamide, and high dose intravenous IgG, followed by regular prophylactic treatment with factor VIII.",HEMOPHILIA
908361,cause,0.5345224838,0,0,FOOD STIMULATED GASTRO OESOPHAGEAL REFLUX MECHANISMS,30,81,CISAPRIDE,17,26,"The influence of CISAPRIDE on FOOD STIMULATED GASTRO OESOPHAGEAL REFLUX MECHANISMS was studied in a double blind cross over investigation in 24 consecutive patients selected by endoscopy, 12 with microscopical evidence of gastro oesophageal reflux and 12 with additiol macroscopic oesophagitis.",GASTRO-OESOPHAGEAL REFLUX
820001,treat,0.7071067812,0,1,ANGI PECTORIS,110,129,METOPROLOL,81,91,"Keech AC, Harper RW, Harrison PM et al. Pharmacokinetic interaction between oral METOPROLOL and verapamil for ANGI PECTORIS",
820003,treat,0.4472135955,0,0,HYPOGLYCEMIA,151,167,GLUCOSE,105,112,Cortisol and growth hormone are also secreted in response to hypoglycemia and play a role in maintaining GLUCOSE levels but not in rapid recovery from HYPOGLYCEMIA,
820004,treat,0.92998111,0,0,NOCTURL HYPOGLYCEMIA,12,34,FASTING BLOOD GLUCOSE,67,88,"The risk of NOCTURL HYPOGLYCEMIA is lower with this regimen, and FASTING BLOOD GLUCOSE is better controlled.",
820005,treat,0.314485451,0,0,HYPERGLYCEMIA,138,155,INSULIN,92,99,"a •  Increases glycogenolysis in the liver, reduces glucose uptake by tissues, and inhibits INSULIN release in the pancreas, resulting in HYPERGLYCEMIA",
820009,treat,0.3015113446,0,0,RHEUMATOID ARTHRITIS,461,481,AKINRA,405,413,"1  Specific Drugs         Drug Interaction Comments   Abatacept Increased incidence of infection and serious infection, without additiol clinical benefit, reported with abatacept and TNF blocking agents in rheumatoid arthritis  1 , 11  Concomitant use not recommended  1 , 11 , 15    Akinra Increased incidence of serious infections and neutropenia, without additiol clinical benefit, reported with AKINRA and etanercept (another TNF blocking agent) in RHEUMATOID ARTHRITIS  1 , 10.",
820012,treat,0.3049971407,0,0,VON WILLEBRAND FACTOR PREPARATIONS,111,145,ANTIHEMOPHILIC FACTOR,86,107,133  Cautions  Contraindications  •  Known hypersensitivity to commercially available ANTIHEMOPHILIC FACTOR or VON WILLEBRAND FACTOR PREPARATIONS or any ingredient in the formulations.,
820014,treat,0.1203858531,0,0,DIABETIC NEPHROPATHY,47,67,IRBESARTAN,14,24,The effect of IRBESARTAN on the development of DIABETIC NEPHROPATHY in patients with type 2 diabetes.,
820015,treat,0.9863939238,0,1,UREMIA,111,117,ACTIVATED CHARCOAL,48,66,"Hemoperfusion  Hemoperfusion through columns of ACTIVATED CHARCOAL to remove endogenous or exogenous toxins in UREMIA hepatic failure, or acute toxicity associated with overdose of certain drugs.",
820016,treat,0.990147543,0,1,PEPTIC ULCER DISEASE,180,200,CLIDINIUM,128,137,"a ,   b ,   c  Peptic Ulcer Disease, Irritable Bowel Syndrome, and Acute Enterocolitis  Has been used in fixed combition with CLIDINIUM bromide as an adjunct in the treatment of PEPTIC ULCER DISEASE functiol disturbances of GI motility (e.g., irritable bowel syndrome), and acute enterocolitis.",
820017,treat,0,0,0,SEVERE HOMOZYGOUS VON WILLEBRAND DISEASE,43,83,FACTOR VIII/VON WILLEBRAND ANTIGEN,124,158,"100 ,   111 ,   114 ,   116  Patients with SEVERE HOMOZYGOUS VON WILLEBRAND DISEASE WITH FACTOR VIII coagulant activity and FACTOR VIII/VON WILLEBRAND ANTIGEN concentrations   111 ,   116 ,   a  Not  indicated for patients with severe type 1 von Willebrand disease or when there is evidence of an abnormal molecular form of factor VIII antigen.",
820020,treat,0.5570860145,0,0,HYPERTENSION,165,177,PRINDOLOL,91,100,"1 ,   2 ,   3 ,   4  Class:  beta Adrenergic Blocking Agents 24:24; CV100 (VA)  Synonyms:  PRINDOLOL; Pindolol; Viskazide; Visken  Uses  Hypertension  Magement of HYPERTENSION (alone or in combition with other classes of antihypertensive agents.",
820021,treat,0.7330166661,0,1,HYPERGLYCEMIA,110,123,INSULIN,63,70,"109  Hyperglycemia  In diabetic patients, dosage adjustment of INSULIN or oral hypoglycemics may be required; HYPERGLYCEMIA may occur and latent diabetes mellitus may become evident.",
820025,treat,0.9045340337,0,1,DEPRESSION,409,419,TRICYCLIC ANTIDEPRESSANTS,425,450,"BC  Specific recommendation: • Treat: ◊ Sialorrhea with amitriptyline, glycopyrrolate, or transdermal scopolamine patches; if sialorrhea is refractory, consider radiation therapy of the salivary glands or botulinum toxin injections of the salivary glands ◊ Thick mucus with propranolol or metoprolol ◊ Pseudobulbar affect or emotiol lability with dextromethorphan/quinidine, amitriptyline, or fluvoxamine ◊ DEPRESSION with TRICYCLIC ANTIDEPRESSANTS such as amitriptyline or newer agents such as sertraline ◊ Anxiety with anxiolytics such as benzodiazepines ◊ Insomnia with noninvasive ventilation, pain magement, antidepressants, or hypnotics, depending on.",
820026,treat,0.5207556439,0,0,HYPOGLYCEMIA,471,483,BLOOD GLUCOSE CONCENTRATIONS,536,564,"prolonged QT interval, torsades de pointes)  1  Concomitant use contraindicated  1    Digoxin Increased digoxin plasma concentrations  1  If used concomitantly, monitor digoxin plasma concentrations  1    Ergot alkaloids (ergotamine, dihydroergotamine) Possible pharmacokinetic interaction (increased plasma concentrations of ergot alkaloids resulting in ergotism)  1  Concomitant use contraindicated  1    Glipizide No clinically important pharmacokinetic interactions; HYPOGLYCEMIA reported  1  Dosage adjustments not needed; monitor BLOOD GLUCOSE CONCENTRATIONS according to current recommendations for patients with diabetes  1    Halofantrine.",
820027,treat,0.8741572761,0,1,BIPOLAR DISORDER,61,77,DIVALPROEX SODIUM,131,148,"1 ,   2 ,   3 ,   4 ,   5 ,   6 ,   18 ,   22 ,   23 ,   26  BIPOLAR DISORDER  Magement (alone or in combition with lithium or DIVALPROEX SODIUM of acute manic episodes associated with bipolar I disorder.",
820029,treat,0.8728715609,0,1,PARKINSON'S DISEASE,130,149,LEVODOPA,92,100,"Kurth MC, Adler CH, St Hilaire M et al et al. Tolcapone improves motor function and reduces LEVODOPA requirement in patients with PARKINSON'S DISEASE experiencing motor fluctuations: a multicenter, double blind, randomized, placebo controlled trial.",
820030,treat,0.9205746179,0,1,ACIDOSIS,176,184,THAM,115,119,"a ,   100  Class:  Alkalinizing Agents 40:08; TN900 (VA)  Synonyms:  Tris Buffer; Tris(hydroxymethyl)aminomethane; THAM  Uses  Acidosis  Prevention and correction of metabolic ACIDOSIS associated with cardiac bypass surgery.",
820032,treat,0.6509445549,0,1,RHABDOMYOSARCOMA,5,21,CYCLOPHOSPHAMIDE,72,88,"136  RHABDOMYOSARCOMA  Commonly used with dactinomycin, with or without CYCLOPHOSPHAMIDE as an adjunct to surgery and/or radiation therapy.",
820036,treat,0.6741998625,0,0,DWARFISM,284,292,GROWTH HORMONE,224,238,"Pituitary, anterior  Front portion of small gland below hypothalamus  Influences growth, sexual development, skin pigmentation, thyroid function, adrenocortical function through effects on other endocrine glands (except for GROWTH HORMONE which acts directly on cells)  Hypofunction: DWARFISM in child; decrease in all other endocrine gland functions except parathyroids Hyperfunction: Acromegaly in adult; giantism in child Pituitary, posterior  Back portion of small gland below hypothalamus  Oxytocin increases uterine contraction  Hypofunction: Diabetes insipidus Antidiuretic hormone increases absorption of water by kidney tubule  Hyperfunction: Unknown Testes and ovaries  Testes.",
820037,treat,0.6432675209,0,1,ACNE,116,120,ISOTRETINOIN,145,157,"• A large, population based cohort study of 7195 isotretinoin users with acne and 13,700 oral antibiotic users with ACNE showed no evidence that ISOTRETINOIN increases risk of depression, suicide, or other psychiatric disorders ( 34.",
820039,treat,0.9332565253,0,1,INFLAMMATION,523,535,PREDNISONE,501,511,Anecdotal reports of efficacy of penicillin G with or without silymarin/silibinin in ALF due to Amanita phalloides Antifungal agent (flucozole)  Prophylaxis against fungal sepsis  100 200 mg po or iv; continue for the interval of compromised liver function  Prophylactic use of no proven benefit in patients with ALF  May interfere with other medications through CYP P450  There are no controlled trials of prophylactic antifungals that show a clinical utility in patients with ALF Corticosteroids (PREDNISONE  Decreases INFLAMMATION by suppression of migration of polymorphonuclear leukocytes and reversal of increased capillary permeability  20 mg/d.,
820041,treat,0.924500327,0,0,ATRIAL FIBRILLATION,122,145,WARFARIN,71,79,"2010 09 13  Risk of bleeding with single, dual, or triple therapy with WARFARIN aspirin, and clopidogrel in patients with ATRIAL FIBRILLATION",
820045,treat,0.635998728,0,1,TYPE 2 DIABETES,205,220,ROSIGLITAZONE,134,147,"Similar findings were observed in an interim alysis of fractures in another large, ongoing, long term, controlled clinical trial of ROSIGLITAZONE to investigate cardiovascular endpoints in patients with TYPE 2 DIABETES ( GlaxoSmithKline letter.",
820052,treat,0,0,0,HYPERGLYCEMIA,19,32,INSULIN RESISTANCE,40,58,Hyperlipidemia and HYPERGLYCEMIA due to INSULIN RESISTANCE and nolcoholic steatohepatitis may occur with lipodystrophy.,
820053,treat,0.1203858531,0,0,PARKINSON'S DISEASE,407,426,LEVODOPA INDUCED COMPLICATIONS,277,307,complications in Parkinson's disease  Lisuride for levodopa induced complications in Parkinson's disease  Lisuride versus bromocriptine for levodopa induced complications in Parkinson's disease  Non pharmacological therapies for dysphagia in Parkinson's disease  Pergolide for LEVODOPA INDUCED COMPLICATIONS in Parkinson's disease  Pergolide versus bromocriptine for levodopa induced motor complications in PARKINSON'S DISEASE  Pramipexole for levodopa induced complications in Parkinson's disease  Pramipexole versus bromocriptine for levodopa induced complications in Parkinson's disease  Ropinirole for levodopa induced complications in Parkinson's disease  Ropinirole versus bromocriptine for levodopa induced complications in Parkinson's.,
820054,treat,0.5222329679,0,0,ADREL INSUFFICIENCY,175,196,CORTISOL,114,122,"For a critically ill patient thought to be at risk for adrel insufficiency and with unexplained shock, a random CORTISOL value >25 is reasoble evidence for the absence of ADREL INSUFFICIENCY.",
820055,treat,0.1036951695,0,0,HYPERALDOSTERONISM,107,129,SPIRONOLACTONE,60,74,"• Do not use response to an aldosterone antagonist, such as SPIRONOLACTONE as a screening test for primary HYPERALDOSTERONISM",
820057,treat,0.9176629355,0,1,LUPUS NEPHRITIS LXV,140,159,PROTECTIVE EFFECT OF HYDROXYCHLOROQUINE ON REL DAMAGE,67,122,of belimumab in patients with active systemic lupus erythematosus  PROTECTIVE EFFECT OF HYDROXYCHLOROQUINE ON REL DAMAGE in patients with LUPUS NEPHRITIS LXV data from a multiethnic US cohort  A quality indicator set for systemic lupus erythematosus  British Medical Jourl  Systemic lupus erythematosus  Circulation.,
820058,treat,0.474341649,0,0,ANTITHROMBIN III DEFICIENCY,194,225,ENDOGENOUS PLASMA ANTITHROMBIN III CONCENTRATIONS,115,164,"2  Confirm congenital antithrombin III deficiency based on clear family history of venous thrombosis and decreased ENDOGENOUS PLASMA ANTITHROMBIN III CONCENTRATIONS;  1 ,   6   exclude acquired ANTITHROMBIN III DEFICIENCY",
820061,treat,0.6488856845,0,0,HIP OSTEOARTHRITIS,198,216,CHONDROITIN SULFATES OSTEOARTHRITIS,162,197,"Review: Based on evidence from higher quality trials, chondroitin does not reduce pain in knee or hip osteoarthritis  Rheumatology  About Star Ratings  Keywords: CHONDROITIN SULFATES OSTEOARTHRITIS HIP OSTEOARTHRITIS knee Pain  ACP Jourl Club.",
820066,treat,1,0,1,TYPE 2 DIABETES,286,301,SC INSULIN,174,184,"Outcomes:  Change in hemoglobin A 1c  (HbA 1c ) level, proportion of patients achieving HbA 1c  level   MAIN RESULTS  Inhaled insulin did not reduce HbA 1c  level as much as SC INSULIN in patients with type 1 and type 2 diabetes but did reduce it more than oral agents in patients with TYPE 2 DIABETES (Table.",
820072,treat,0.1933472978,0,0,TYPE 2 DIABETES MELLITUS,61,85,METFORMIN,0,9,METFORMIN: an update  Tests of glycemia for the diagnosis of TYPE 2 DIABETES MELLITUS  Effect of a multivitamin and mineral supplement on infection and quality of life.,
820073,treat,0.7302967433,0,1,HOT FLASHES,75,86,ESTROGEN,100,108,"The 1 placebo controlled trial that found black cohosh to be effective for HOT FLASHES did not find ESTROGEN to be effective, which casts doubt on the study's validity.",
820074,treat,0.9363821838,0,0,HEARTBURN,135,144,OMEPRAZOLE,158,168,Lansoprazole provided more effective and faster relief for heartburn than did omeprazole in erosive esophagitis  Keywords: Esophagitis HEARTBURN Lansoprazole OMEPRAZOLE  ACP Jourl Club.,
820078,treat,0.9863939238,0,1,ALS,143,146,RILUZOLE,219,227,The outcome of magnetic resonce spectroscopic studies assessing the ability of riluzole to retard the rate of neurol loss in patients with ALS may be of considerable interest in clarifying the biological effects of RILUZOLE in the treatment of ALS (4).,
820081,treat,0.741998516,0,1,UNSTABLE ANGI,109,124,TIROFIBAN,56,65,Effects of platelet glycoprotein IIb/IIIa blockade with TIROFIBAN on adverse cardiac events IN PATIENTS WITH UNSTABLE ANGI OR ACUTE MYOCARDIAL infarction undergoing corory angioplasty.,
820082,treat,0.7811334659,0,1,IDIOPATHIC URTICARIA (EG HIVES,68,98,LORATADINE,132,142,"70 ,   73 ,   76 •  For  self medication  for magement of chronic IDIOPATHIC URTICARIA (EG HIVES importance of understanding that LORATADINE does not  prevent  hives.",
820084,treat,0.8285171561,0,0,HYPERTENSION,180,196,HYDROCHLOROTHIAZIDE,108,127,Dosage and Administration  General  Hypertension  •  Fixed combition olmesartan/amlodipine and olmesartan/HYDROCHLOROTHIAZIDE tablets should not be used for initial treatment of HYPERTENSION,
820086,treat,0.966736489,0,1,CHLAMYDIAL INFECTION,81,101,OFLOXACIN,160,169,"672  For empiric treatment of epididymitis   +   , especially when gonococcal or CHLAMYDIAL INFECTION is likely (e.g., in those   577 ,   672   Ofloxacin or levOFLOXACIN should be used  only  if epididymitis is not caused by gonorrhea (i.e., results of culture or nucleic acid amplification testing are negative for  N. gonorrhoeae ) or is most likely caused by sexually transmitted enteric bacteria.",
820092,treat,0.3396831102,0,0,HYPOGLYCEMIA,179,191,GLUCAGON,38,46,• Progressive loss of epinephrine and GLUCAGON response to hypoglycemia with prolonged duration of diabetes contributes to the diminished perception of the adrenergic symptoms of HYPOGLYCEMIA and increases the risk of severe events.,
820094,treat,0.246598481,0,0,TYPE 2 DIABETES,577,592,INSULIN SECRETION,391,408,"placebo controlled, multicentre trial  Voglibose for prevention of type 2 diabetes mellitus: a randomised, double blind trial in Japanese individuals with impaired glucose tolerance  Effect of fenofibrate on amputation events in people with type 2 diabetes mellitus (FIELD study): a prespecified alysis of a randomised controlled trial  Trajectories of glycaemia, insulin sensitivity, and INSULIN SECRETION before diagnosis of type 2 diabetes: an alysis from the Whitehall II study  Rosiglitazone evaluated for cardiovascular outcomes in oral agent combition therapy for TYPE 2 DIABETES (RECORD): a multicentre.",
820100,treat,0.9428090416,0,0,FEVER,242,247,ASPIRIN,233,240,"Random assignment was made to eight groups (Grs): Control (Gr I); aspirin administration only (Gr II); fasting only (Gr III); fever only (Gr IV); aspirin and fever (Gr V); fasting and fever (Gr VI); aspirin and fasting (Gr VII); and ASPIRIN, FEVER and fasting (Gr VIII.",
820101,treat,0.5207556439,0,0,AIRWAY INFLAMMATION,151,170,PREDNISONE,217,232,To determine whether late asthmatic reactions and the associated increase in airway responsiveness induced by toluene diisocyate (TDI) are linked to AIRWAY INFLAMMATION we investigated whether they are inhibited by PREDNISONE,
820103,treat,0,0,0,THYROID DISORDER GOITER AND THYROID NODULES,93,136,ELEVATION OF SERUM THYROGLOBULIN IN WOMEN,30,71,"Noteworthy were 1) the marked ELEVATION OF SERUM THYROGLOBULIN IN WOMEN with past history of THYROID DISORDER GOITER AND THYROID NODULES; 2) the increase in goiter size in a third of the goitrous women, associated with biochemical evidence of functiol stimulation of the gland; 3) the indirect evidence of partial thyroidal autonomy in goitrous patients; and 4) the increase in the number and size of thyroid nodules during gestation.",
820107,treat,0.1360827635,0,0,IMMUNODEFICIENCY,55,71,ZEBRA ANTIBODY LEVELS,14,35,"Comparison of ZEBRA ANTIBODY LEVELS with the degree of IMMUNODEFICIENCY (CD4 cell counts), CDC grouping, and HIV p24 antigen positivity showed little association, suggesting that induction of ZEBRA antibodies is an early event after HIV infection.",
820113,treat,0,0,0,MEGALOBLASTIC,92,105,FOLIC ACID,57,67,The correlation between liver cirrhosis and dysbolism of FOLIC ACID and vitamin B12 and the MEGALOBLASTIC changes and clinical significance were discussed.,
